Nivel Jerarquico Empleo,Nivel Educativo,Naturaleza Jurídica,Municipio de Nacimiento,Tipo de Nombramiento,Sector Administrativo,Random Forest,Tree,Random Forest (ADMINISTRATIVO),Random Forest (ASESOR),Random Forest (ASISTENCIAL),Random Forest (AUXILIAR),Random Forest (CONTROLADOR DE TRÁNSITO AÉREO),Random Forest (DIRECTIVO),Random Forest (DIRECTIVO DOCENTE),Random Forest (DOCENTE),Random Forest (EJECUTIVO),Random Forest (ESPECIALISTA),Random Forest (INSPECTOR DE SEGURIDAD AÉREA),Random Forest (NO APLICA),Random Forest (OPERATIVO),Random Forest (ORIENTADOR DE DEFENSA O ESPÍRITU),Random Forest (PERSONERO),Random Forest (PROFESIONAL),Random Forest (PROFESIONAL ESPECIALIZADO),Random Forest (PROFESOR TITULAR),Random Forest (PROFESOR UNIVERSITARIO),Random Forest (SECRETARIOS),Random Forest (TRABAJADOR OFICIAL),Random Forest (TÉCNICO),Tree (ADMINISTRATIVO),Tree (ASESOR),Tree (ASISTENCIAL),Tree (AUXILIAR),Tree (CONTROLADOR DE TRÁNSITO AÉREO),Tree (DIRECTIVO),Tree (DIRECTIVO DOCENTE),Tree (DOCENTE),Tree (EJECUTIVO),Tree (ESPECIALISTA),Tree (INSPECTOR DE SEGURIDAD AÉREA),Tree (NO APLICA),Tree (OPERATIVO),Tree (ORIENTADOR DE DEFENSA O ESPÍRITU),Tree (PERSONERO),Tree (PROFESIONAL),Tree (PROFESIONAL ESPECIALIZADO),Tree (PROFESOR TITULAR),Tree (PROFESOR UNIVERSITARIO),Tree (SECRETARIOS),Tree (TRABAJADOR OFICIAL),Tree (TÉCNICO),Fold,Nivel Entidad,Meses de Experiencia Independiente,Orden,valor total experiencia (Meses)
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.117647,0.294118,0,0,0,0,0,0,0,0,0.0588235,0,0,0,0.470588,0,0,0,0,0,0.0588235,10,CENTRAL,0,NACIONAL,332
PROFESIONAL,PREGRADO,DEPARTAMENTO ADMINISTRATIVO,CALI,ESCALAFONADO EN CARRERA,DEFENSA,PROFESIONAL,ORIENTADOR DE DEFENSA O ESPÍRITU,0,0.225404,0.136313,0,0,0.117626,0,0,0,0,0,0,0,0.209848,0,0.310808,0,0,0,0,0,0,0,0.142857,0.142857,0,0,0.142857,0,0,0,0,0,0,0,0.285714,0,0.285714,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,267
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,DIRECTIVO,DIRECTIVO,0,0.12,0,0,0,0.578333,0,0,0,0,0,0,0,0,0,0.176667,0,0,0,0,0,0.125,0,0.142857,0,0,0,0.428571,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.142857,10,DESCENTRALIZADO,0,TERRITORIAL,333
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BARRANQUILLA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.331905,0,0,0,0,0,0,0,0,0,0,0,0,0.668095,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,797
PROFESIONAL,POSTGRADO,ALCALDÍA,CARTAGENA,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.622857,0,0,0,0,0,0,0,0,0,0.377143,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.1,10,DESCENTRALIZADO,0,NACIONAL,297
PROFESIONAL,POSTGRADO,ESPECIAL,TUNJA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.328333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671667,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,10,DESCENTRALIZADO,0,TERRITORIAL,584
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,SANTA ROSA DE VITERBO,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0.04,0.045,0,0,0.756429,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.118571,0,0,0.142857,0,0,0.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,10,DESCENTRALIZADO,0,TERRITORIAL,199
TÉCNICO,POSTGRADO,ÓRGANO AUTÓNOMO,BOGOTA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.0685714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931429,0,0,0,0,0,0,0,0.111111,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0,10,DESCENTRALIZADO,0,TERRITORIAL,377
PROFESIONAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,BARRANCABERMEJA,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,TÉCNICO,0,0,0.135952,0,0,0.315216,0,0,0,0,0,0,0,0,0,0.181753,0,0,0,0,0,0.367078,0,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,10,CENTRAL,0,TERRITORIAL,128
PROFESIONAL,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,MOTAVITA,ESCALAFONADO EN CARRERA,ESTADÍSTICAS,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.508333,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.351667,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,10,CENTRAL,0,TERRITORIAL,505
TÉCNICO,PREGRADO,GOBERNACIÓN,PUERTO ESCONDIDO,ESCALAFONADO EN CARRERA,RELACIONES EXTERIORES,TÉCNICO,TÉCNICO,0,0,0,0,0,0.137857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862143,0,0,0.142857,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.428571,10,CENTRAL,0,TERRITORIAL,272
ASISTENCIAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,ZIPAQUIRA,PERIODO PRUEBA,NO APLICA,TÉCNICO,PROFESIONAL,0,0,0,0,0,0.277857,0,0,0,0,0,0,0,0,0,0.321905,0,0,0,0,0,0.400238,0,0.166667,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.166667,10,CENTRAL,0,TERRITORIAL,135
PROFESIONAL,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,PROVISIONAL,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",TÉCNICO,ASESOR,0,0.256746,0.147222,0,0,0.106111,0,0,0,0,0,0,0,0,0,0.195794,0,0,0,0,0,0.294127,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,10,CENTRAL,0,NACIONAL,178
PROFESIONAL,POSTGRADO,GOBERNACIÓN,FOMEQUE,ESCALAFONADO EN CARRERA,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.449524,0,0,0,0,0,0,0,0,0,0.550476,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,405
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,CALI,ESCALAFONADO EN CARRERA,PRESIDENCIA DE LA REPÚBLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.05,0,0,0,0,0,0.0333333,0,0,0,0.916667,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,186
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,TUNJA,PROVISIONAL,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0.242601,0,0,0,0.144343,0,0,0,0,0,0,0,0,0,0.613056,0,0,0,0,0,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,157
PROFESIONAL,POSTGRADO,ALCALDÍA,BOGOTA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.0738095,0,0,0,0,0,0,0,0,0,0,0.186508,0,0.739683,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0.75,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,134
ASESOR,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,PROVISIONAL,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,TÉCNICO,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.528333,0,0,0,0,0,0.446667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,0,0,0,0,0.5,10,DESCENTRALIZADO,0,NACIONAL,131
PROFESIONAL,POSTGRADO,ALCALDÍA,BUENAVENTURA,PROVISIONAL,TRANSPORTE,TÉCNICO,PROFESIONAL,0,0.217052,0.134396,0,0,0.13232,0,0,0,0,0,0,0,0,0,0.109757,0,0,0,0,0,0.406474,0,0.133333,0.1,0,0,0.0666667,0,0,0,0,0,0.0333333,0,0,0,0.4,0,0,0,0,0,0.266667,10,CENTRAL,0,NACIONAL,296
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,CHITAGA,ESCALAFONADO EN CARRERA,FUNCIÓN PÚBLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0,0.34619,0,0.570476,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0.285714,0,0.571429,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,614
PROFESIONAL,PREGRADO,ÓRGANO AUTÓNOMO,GUADALAJARA DE BUGA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,DIRECTIVO,0,0.0142857,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.569048,0,0,0,0,0,0.0416667,0,0.125,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.125,10,CENTRAL,0,TERRITORIAL,487
ORIENTADOR DE DEFENSA O ESPÍRITU,PREGRADO,ALCALDÍA,CARTAGENA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.146542,0,0,0,0,0,0,0,0,0,0.110623,0,0,0,0.481676,0,0,0,0,0,0.26116,0,0.142857,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.428571,0,0,0,0,0,0.285714,10,DESCENTRALIZADO,0,NACIONAL,218
PROFESIONAL,PREGRADO,ESPECIAL,SANTA MARTA,PROVISIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0.166667,10,NO APLICA,0,NACIONAL,192
PROFESIONAL,POSTGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,PROVISIONAL,SALUD Y PROTECCIÓN SOCIAL,PROFESIONAL,PROFESIONAL,0,0.0708333,0,0,0,0.025,0,0,0.104167,0,0,0.258333,0,0,0,0.4,0,0,0,0,0,0.141667,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0.2,10,DESCENTRALIZADO,0,NACIONAL,530
PROFESIONAL,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,COVARACHIA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9625,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,10,DESCENTRALIZADO,0,NACIONAL,200
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,DIRECTIVO,0,0,0.07,0,0,0.261667,0,0,0,0,0,0,0,0,0,0.668333,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,10,DESCENTRALIZADO,0,TERRITORIAL,1214
DIRECTIVO,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,MEDELLIN,PROVISIONAL,NO APLICA,TÉCNICO,DIRECTIVO,0,0.178571,0.120238,0,0,0.136905,0,0,0,0,0,0,0,0,0,0.121429,0,0,0,0,0,0.442857,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,10,CENTRAL,0,TERRITORIAL,380
PROFESIONAL,POSTGRADO,GOBERNACIÓN,PEREIRA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.243785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756215,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,244
PROFESIONAL,PREGRADO,SOCIEDAD DE ECONOMÍA MIXTA,PASTO,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,ASESOR,0,0.256746,0.147222,0,0,0.106111,0,0,0,0,0,0,0,0,0,0.195794,0,0,0,0,0,0.294127,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,10,CENTRAL,0,NACIONAL,178
PROFESIONAL,BASICA SECUNDARIA,ALCALDÍA,MONTERIA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.122273,0,0,0,0.218434,0,0,0,0,0,0,0,0,0,0.659293,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,214
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BUCARAMANGA,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0.045,0,0,0,0.695,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0.095,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0.111111,10,CENTRAL,0,TERRITORIAL,221
ASISTENCIAL,POSTGRADO,ESPECIAL,PAIPA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111667,0,0.578333,0,0,0,0,0,0.31,0,0.222222,0,0,0,0.111111,0,0,0,0,0,0,0,0.111111,0,0.444444,0,0,0,0,0,0.111111,10,CENTRAL,0,NACIONAL,190
ORIENTADOR DE DEFENSA O ESPÍRITU,POSTGRADO,ALCALDÍA,SAN PELAYO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0888889,0,0,0.292778,0,0,0,0,0,0,0.025,0,0,0,0.593333,0,0,0,0,0,0,0,0.285714,0,0,0.142857,0,0,0,0,0,0,0.142857,0,0,0,0.428571,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,506
PROFESIONAL,BASICA SECUNDARIA,ALCALDÍA,FLORENCIA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176364,0,0.697955,0,0,0,0,0,0.125682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0,0.818182,0,0,0,0,0,0.0909091,10,CENTRAL,0,NACIONAL,121
TÉCNICO,POSTGRADO,GOBERNACIÓN,PAYA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.141071,0.14119,0,0,0,0,0,0,0,0,0,0,0,0.684405,0,0,0,0,0,0.0333333,0,0,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.142857,10,DESCENTRALIZADO,0,NACIONAL,190
PROFESIONAL,POSTGRADO,ESPECIAL,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.25119,0,0,0,0.497619,0,0,0,0,0,0.25119,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0.1,10,CENTRAL,0,NACIONAL,525
DIRECTIVO,PREGRADO,ESTABLECIMIENTO PÚBLICO,CALI,ESCALAFONADO EN CARRERA,AMBIENTE Y DESARROLLO SOSTENIBLE,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.637143,0,0,0,0,0,0,0,0,0,0.211905,0,0,0,0,0,0.150952,0,0,0.0666667,0,0,0.333333,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,10,NO APLICA,0,TERRITORIAL,173
DIRECTIVO,POSTGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,POPAYAN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,10,NO APLICA,0,NACIONAL,191
PROFESIONAL,POSTGRADO,GOBERNACIÓN,SOACHA,PROVISIONAL,NO APLICA,PROFESIONAL,ASISTENCIAL,0,0,0.21,0,0,0.0428571,0,0,0,0,0,0,0,0,0,0.722143,0,0,0,0,0,0.025,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,10,NO APLICA,0,TERRITORIAL,302
DIRECTIVO,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,QUIBDO,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,ASESOR,PROFESIONAL,0,0.435476,0.18381,0,0,0.047619,0,0,0,0,0,0,0,0,0,0.276429,0,0,0,0,0,0.0566667,0,0.125,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.125,10,NO APLICA,0,TERRITORIAL,385
ASISTENCIAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,CALI,LIBRE NOMBRAMIENTO Y REMOCIÓN,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.435833,0,0,0,0,0,0,0,0,0,0.4475,0,0,0,0,0,0.116667,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0.444444,0,0,0,0,0,0.222222,10,CENTRAL,0,TERRITORIAL,87
PROFESIONAL,PREGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,POPAYAN,INCORPORACIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.241905,0,0,0.06,0,0,0,0,0,0,0,0,0,0.64381,0,0,0,0,0,0.0542857,0,0.111111,0.0555556,0,0,0.0555556,0,0,0,0,0,0,0,0.0277778,0,0.666667,0,0,0,0,0,0.0833333,10,NO APLICA,0,NACIONAL,400
PROFESIONAL,POSTGRADO,ALCALDÍA,GUADUAS,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508333,0,0,0,0,0,0.491667,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.125,10,DESCENTRALIZADO,0,NACIONAL,178
DIRECTIVO,PREGRADO,MINISTERIO,NEIVA,ESCALAFONADO EN CARRERA,HACIENDA Y CRÉDITO PÚBLICO,TÉCNICO,ASISTENCIAL,0,0,0.266667,0,0,0.158333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0,0,0.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,10,CENTRAL,0,TERRITORIAL,122
TÉCNICO,POSTGRADO,ALCALDÍA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.238611,0,0,0,0,0,0,0,0,0,0.721389,0,0,0,0,0,0.04,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,10,DESCENTRALIZADO,0,TERRITORIAL,242
PROFESIONAL,PREGRADO,ESPECIAL,NEIVA,PROVISIONAL,NO APLICA,ASISTENCIAL,PROFESIONAL,0,0,0.434127,0,0,0,0,0,0,0,0,0,0,0,0,0.431429,0,0,0,0,0,0.134444,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166667,10,CENTRAL,0,TERRITORIAL,191
PROFESIONAL,POSTGRADO,MINISTERIO,BOGOTA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,630
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,PROVISIONAL,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0.0583333,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0.796667,0,0,0,0,0,0,0,0.142857,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,263
TÉCNICO,PREGRADO,ALCALDÍA,PEREIRA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.045,0,0,0.025,0,0,0,0,0,0,0,0.0833333,0,0.619048,0,0,0,0,0,0.227619,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0.222222,0,0.666667,0,0,0,0,0,0,10,NO APLICA,0,NACIONAL,581
PROFESIONAL,BASICA SECUNDARIA,ALCALDÍA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,"DEL DEPORTE, LA RECREACIÓN, LA ACTIVIDAD FÍSICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE",TÉCNICO,PROFESIONAL,0,0,0.131582,0,0,0,0,0,0,0,0,0.177914,0,0,0,0.260715,0,0,0,0,0,0.429788,0,0,0.0833333,0,0,0,0,0,0,0,0,0.0833333,0,0,0,0.5,0,0,0,0,0,0.333333,10,CENTRAL,0,NACIONAL,283
PROFESIONAL,PREGRADO,GOBERNACIÓN,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.160635,0,0,0,0,0,0,0,0.218102,0,0.530299,0,0,0,0,0,0.0909632,0,0.0810811,0.0945946,0,0,0.0945946,0,0,0,0,0,0.027027,0,0.0405405,0,0.594595,0,0,0,0,0,0.0675676,10,CENTRAL,0,NACIONAL,339
PROFESIONAL,PREGRADO,ALCALDÍA,PAMPLONA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.75,0,0,0,0,0,0.125,10,DESCENTRALIZADO,0,NACIONAL,162
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.02,0,0,0.215,0,0,0,0,0,0.04,0,0,0,0.612778,0,0,0,0,0,0.112222,0,0,0,0,0,0.111111,0,0,0,0,0,0.111111,0,0,0,0.666667,0,0,0,0,0,0.111111,10,NO APLICA,0,NACIONAL,453
ASESOR,POSTGRADO,GOBERNACIÓN,PUERTO LLERAS,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.137222,0,0,0.110675,0,0,0,0,0,0,0,0,0,0.611468,0,0,0,0,0,0.140635,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.125,10,CENTRAL,0,NACIONAL,257
PROFESIONAL,POSTGRADO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,CUMARAL,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963333,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,10,DESCENTRALIZADO,0,NACIONAL,302
TÉCNICO,PREGRADO,EMPRESA SOCIAL DEL ESTADO,MONTERIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.731667,0,0,0,0,0,0.243333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,10,NO APLICA,0,NACIONAL,320
TÉCNICO,PREGRADO,ESPECIAL,GIRON,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.243785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756215,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0,10,CENTRAL,0,NACIONAL,244
TÉCNICO,POSTGRADO,ALCALDÍA,BARRANCABERMEJA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.103333,0.167143,0,0,0,0,0,0,0,0,0.092619,0,0.158333,0,0.464286,0,0,0,0,0,0.0142857,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0.5,0,0,0,0,0,0,10,DESCENTRALIZADO,0,NACIONAL,1199
PROFESIONAL,PREGRADO,ENTE UNIVERSITARIO AUTÓNOMO,BOGOTA,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.280238,0,0,0,0,0,0,0,0,0,0.719762,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,10,CENTRAL,0,TERRITORIAL,289
TÉCNICO,PREGRADO,DEPARTAMENTO ADMINISTRATIVO,BOGOTA,PERIODO FIJO,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.144697,0.025,0,0,0.243579,0,0,0,0,0,0,0,0,0,0.586724,0,0,0,0,0,0,0,0.2,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,10,CENTRAL,0,TERRITORIAL,211
